ID,Name,Age,Nationality,Overall,Club
209417,R. Murawski,24,Poland,69,Palermo
211209,Pinillos,25,Spain,69,Barnsley
155657,P. Celeban,33,Poland,69,Śląsk Wrocław
224265,J. Williams,21,England,69,Bolton Wanderers
225289,N. Fernández,22,Argentina,69,Defensa y Justicia
233225,S. Taniguchi,26,Japan,69,Kawasaki Frontale
184585,A. Bogdán,30,Hungary,69,Hibernian
223755,M. Ritter,23,Germany,69,SC Paderborn 07
162315,L. Ridgewell,33,England,69,Portland Timbers
206604,C. Labrín,27,Chile,69,Audax Italiano
236300,S. Eduok,24,Nigeria,69,Kasimpaşa SK
183564,J. Buijs,29,Netherlands,69,V-Varen Nagasaki
187916,M. Olsson,30,Sweden,69,Derby County
214029,M. Murillo,24,Colombia,69,Deportivo Cali
223501,A. Spörle,22,Argentina,69,Club Atlético Banfield
193293,J. Rodríguez,33,Uruguay,69,CD Palestino
212238,B. Halimi,23,Kosovo,69,Brøndby IF
226062,O. Ruisalvo,26,Paraguay,69,
233230,K. Mac Allister,20,Argentina,69,Argentinos Juniors
188430,V. Rüfli,30,Switzerland,69,Paris FC
213007,A. Aseri,24,Saudi Arabia,69,Al Ahli
194063,J. Greguš,27,Slovakia,69,FC København
194319,D. Ward,27,England,69,Cardiff City
202512,F. Hartherz,25,Germany,69,DSC Arminia Bielefeld
232208,Allan,21,Brazil,69,Eintracht Frankfurt
242704,Luis Felipe,22,United States,69,San Jose Earthquakes
205073,F. Kiss,27,Slovakia,69,Ettifaq FC
128529,U. Ceylan,32,Turkey,69,Alanyaspor
203026,P. Filipović,27,Germany,69,Atiker Konyaspor
213010,Cifu,27,Spain,69,Málaga CF
227602,F. Álvarez,25,Argentina,69,Atlético Tucumán
234002,Caio Tafarell,26,Brazil,69,Vitória
235794,E. Eze,20,England,69,Queens Park Rangers
170514,A. Balzano,32,Italy,69,Pescara
45842,J. Olsson,35,Sweden,69,Djurgårdens IF
234515,J. Lefort,24,France,69,Amiens SC
205588,I. Höhn,26,Germany,69,SV Darmstadt 98
207892,J. Gyau,25,United States,69,MSV Duisburg
208916,M. Al Sahlawi,31,Saudi Arabia,69,Al Nassr
215572,Alberto,25,Spain,69,CD Tenerife
230164,Luciano Cacheira,34,Brazil,69,Paraná
191252,M. Gaus,28,Germany,69,FC Ingolstadt 04
196885,C. Lampe,31,Bolivia,69,Boca Juniors
202517,A. Vellios,26,Greece,69,Waasland-Beveren
233493,J. Sánchez,20,Mexico,69,Club América
169493,F. Fielding,30,England,69,Bristol City
183573,N. Theuerkauf,31,Germany,69,1. FC Heidenheim 1846
185109,M. Sadlok,29,Poland,69,Wisła Kraków
190485,H. Olvera,28,Mexico,69,Club Atlas
214038,S. Mosquera,24,Colombia,69,Deportes Tolima
227862,V. Kalitvintsev,25,Ukraine,69,Dynamo Kyiv
226583,S. Papagiannopoulos,27,Sweden,69,FC København
236823,I. Pettersson,21,Sweden,69,IFK Norrköping
186135,C. Evans,27,Northern Ireland,69,Blackburn Rovers
193303,A. Richards,27,Wales,69,Cardiff City
206104,S. Dursun,26,Germany,69,SV Darmstadt 98
211736,R. Leipertz,25,Germany,69,FC Ingolstadt 04
162328,R. Pasveer,34,Netherlands,69,Vitesse
189464,D. Daube,28,Germany,69,KFC Uerdingen 05
146969,Iñaki Astiz,34,Spain,69,Legia Warszawa
189209,S. Bigalke,28,Germany,69,SpVgg Unterhaching
190745,M. Silvestri,27,Italy,69,Hellas Verona
210202,S. Muwashar,29,Saudi Arabia,69,Al Ahli
216346,A. Powell,23,Jamaica,69,Portland Timbers
227866,P. Kirkevold,27,Norway,69,Hobro IK
116762,S. Roudet,37,France,69,Valenciennes FC
183578,S. Gonther,31,Germany,69,SG Dynamo Dresden
208923,I. Ghaleb,27,Saudi Arabia,69,Al Nassr
218651,P. Sotiriou,25,Cyprus,69,FC København
235036,W. Faes,20,Belgium,69,KV Oostende
198429,S. Tecl,27,Czech Republic,69,SK Slavia Praha
228893,M. Guanini,22,Argentina,69,Gimnasia y Esgrima La Plata
164637,J. Brix-Damborg,32,Denmark,69,Hobro IK
239645,M. de los Santos,25,Uruguay,69,Millonarios FC
208158,F. Andrada,24,Argentina,69,Unión de Santa Fe
236830,Z. Youssouf,18,France,69,FC Girondins de Bordeaux
198687,S. Ciss,29,Senegal,69,Angers SCO
218656,S. Mockenhaupt,26,Germany,69,SV Wehen Wiesbaden
239136,N. Cozza,19,France,69,Montpellier HSC
205089,M. Valoti,24,Italy,69,SPAL
235553,Y. Salmier,25,France,69,ESTAC Troyes
193057,C. Benschop,28,Curacao,69,FC Ingolstadt 04
210466,Gégé,30,Cape Verde,69,Al Fayha
223010,L. Morosini,22,Italy,69,Brescia
234018,Sandeiro Leal,30,Brazil,69,Paraná
238370,M. Pongračić,20,Croatia,69,FC Red Bull Salzburg
188194,L. Ibáñez,29,Argentina,69,Trabzonspor
203043,M. O'Halloran,27,Scotland,69,Melbourne City FC
205603,M. van Duinen,26,Netherlands,69,PEC Zwolle
178211,R. Zwinkels,35,Netherlands,69,ADO Den Haag
194851,F. Mazzeo,34,Italy,69,Foggia
215332,C. Auzqui,27,Argentina,69,Club Atlético Huracán
221220,J. Quintero,23,Colombia,69,Deportivo Cali
160292,B. Watson,32,England,69,Nottingham Forest
244516,Gustavo Cascardo,21,Brazil,69,Vitória de Setúbal
198437,T. Bradshaw,25,Wales,69,Millwall
209701,J. Pelupessy,25,Netherlands,69,Sheffield Wednesday
169509,J. Fojut,30,Poland,69,Pogoń Szczecin
45605,M. Brighi,37,Italy,69,Empoli
194085,L. Boussaha,30,France,69,Grenoble Foot 38
209958,D. Bomheuer,27,Germany,69,MSV Duisburg
212518,B. Sangaré,32,Ivory Coast,69,
221990,Y. Cabral,26,Argentina,69,Atlético Tucumán
234278,S. Breitkreuz,26,Germany,69,FC Erzgebirge Aue
206631,K. Rowe,26,United States,69,New England Revolution
230439,Roldão Riso,26,Brazil,69,Grêmio
234279,C. Rizzuto,26,Germany,69,FC Erzgebirge Aue
204840,D. van Mieghem,28,Netherlands,69,De Graafschap
220968,A. El Messaoudi,22,Morocco,69,Fortuna Sittard
221480,Y. Cabrera,27,Colombia,69,América de Cali
223016,S. Ay,26,Turkey,69,Atiker Konyaspor
244264,A. Gojak,21,Bosnia Herzegovina,69,Dinamo Zagreb
208169,L. Gülen,24,Switzerland,69,Kayserispor
220969,N. Eliasson,22,Sweden,69,Bristol City
232489,Y. Komai,26,Japan,69,Hokkaido Consadole Sapporo
173097,S. Marinos,30,Greece,69,Sporting de Charleroi
138026,D. Verhulst,30,Belgium,69,Sporting Lokeren
221994,Núrio,23,Angola,69,Sporting de Charleroi
224810,S. Sparagna,23,France,69,Boavista FC
206379,H. Halldórsson,34,Iceland,69,
210475,M. Prietl,26,Austria,69,DSC Arminia Bielefeld
211243,Nono,27,Spain,69,AD Alcorcón
183339,J. Berget,27,Norway,69,New York City FC
194091,M. Jacobs,26,England,69,Wigan Athletic
203308,J. Brillante,25,Australia,69,Sydney FC
204332,P. van Anholt,27,Netherlands,69,NAC Breda
209196,P. Ziereis,25,Germany,69,FC St. Pauli
220204,R. Bezjak,29,Slovenia,69,Jagiellonia Białystok
233260,A. Vega,20,Mexico,69,Deportivo Toluca
157741,S. Bentivoglio,33,Italy,69,Venezia FC
224045,Juan Muñoz,22,Spain,69,AD Alcorcón
171565,Linares,35,Spain,69,CF Reus Deportiu
155694,S. De Petter,32,Belgium,69,Sint-Truidense VV
230190,Renatao Baumer,34,Brazil,69,Vitória
231726,A. Ivan,21,Romania,69,SK Rapid Wien
244271,I. Šunjić,21,Croatia,69,Dinamo Zagreb
186415,S. Andrist,30,Switzerland,69,SV Wehen Wiesbaden
225584,Q. Cornette,24,France,69,Amiens SC
230193,Carvamelinho,34,Brazil,69,Grêmio
233265,R. Oudin,21,France,69,Stade de Reims
236593,C. Stengs,19,Netherlands,69,AZ Alkmaar
177969,I. González,33,Mexico,69,Club León
203570,S. Dallas,27,Northern Ireland,69,Leeds United
205618,S. Walsh,23,Netherlands,69,SV Zulte-Waregem
211250,U. Radaković,24,Serbia,69,Sparta Praha
223794,P. Schobesberger,24,Austria,69,SK Rapid Wien
230194,Jaimosa Cavaco,30,Brazil,69,Vitória
233267,M. Turner,24,United States,69,New England Revolution
171315,Alfaro,31,Spain,69,Córdoba CF
244787,M. Havel,23,Czech Republic,69,Viktoria Plzeň
189235,J. Hegeler,30,Germany,69,Bristol City
226356,M. Fares,22,Algeria,69,SPAL
228404,C. Techera,26,Uruguay,69,Vancouver Whitecaps FC
232756,F. Tomori,20,England,69,Derby County
217653,H. Takahashi,30,Japan,69,Sagan Tosu
160309,A. Rivas,33,Colombia,69,América de Cali
235317,J. Mosquera,28,Colombia,69,Deportivo Cali
207926,A. Linde,24,Sweden,69,Molde FK
214582,C. Bonilla,25,Colombia,69,Al Fayha
171318,Diego Capel,30,Spain,69,Extremadura UD
210743,Leandrinho,24,Brazil,69,Rio Ave FC
146487,Susaeta,33,Spain,69,Albacete BP
192567,M. Zimmermann,26,Germany,69,Fortuna Düsseldorf
202040,E. Demir,28,Sweden,69,SV Zulte-Waregem
216376,Marco Sangalli,26,Spain,69,AD Alcorcón
232505,T. Hayashi,35,Japan,69,Sanfrecce Hiroshima
233785,R. Bormuth,22,Germany,69,Fortuna Düsseldorf
187705,E. Hernández,31,Mexico,69,Guadalajara
201530,B. Martella,25,Italy,69,Crotone
212795,E. Oikonomou,30,Greece,69,Panathinaikos FC
222779,L. Choutesiotis,23,Greece,69,Olympiacos CFP
204092,J. Blaswich,27,Germany,69,Heracles Almelo
229692,J. Huth,24,Germany,69,1. FSV Mainz 05
235580,I. Sackey,24,Ghana,69,Alanyaspor
211005,Jang Hyeon Soo,26,Korea Republic,69,FC Tokyo
149309,A. Rosati,35,Italy,69,Torino
224317,J. Cabrera,26,Uruguay,69,Deportivo Toluca
229949,Anderson Lopes,24,Brazil,69,FC Seoul
202814,N. Byrne,26,England,69,Wigan Athletic
204350,A. Trajkovski,25,FYR Macedonia,69,Palermo
135743,Alex Geijo,36,Spain,69,Venezia FC
204863,Iván Sánchez,25,Spain,69,Elche CF
158784,J. Carranza,37,Argentina,69,San Martin de Tucumán
234048,E. Ocansey,20,Ghana,69,KAS Eupen
206145,B. Uphoff,24,Germany,69,Karlsruher SC
217153,Wu Xi,29,China PR,69,Jiangsu Suning FC
170305,C. Skuse,32,England,69,Ipswich Town
240193,E. Rexhbeçaj,20,Kosovo,69,VfL Wolfsburg
197954,G. Åsen,27,Norway,69,Tromsø IL
214594,M. Laba,26,Argentina,69,Estudiantes de La Plata
232514,G. Carabajal,26,Argentina,69,Patronato
190530,T. Fontaine,27,Madagascar,69,Stade de Reims
184643,J. Villafaña,28,United States,69,Portland Timbers
205892,B. Tashchy,24,Ukraine,69,MSV Duisburg
163396,J. Vaughan,29,England,69,Wigan Athletic
232004,J. Moya,25,Colombia,69,Independiente Santa Fe
238660,N. Sangaré,24,Turkey,69,Antalyaspor
184900,Kim Kwang Suk,35,Korea Republic,69,Pohang Steelers
193092,M. Rojas,26,New Zealand,69,SC Heerenveen
194372,E. Taşkıran,28,Turkey,69,Atiker Konyaspor
213573,M. Gersbeck,23,Germany,69,Hertha BSC
223045,U. Çiftçi,26,Turkey,69,Sivasspor
230981,Lucas Galvão,27,Brazil,69,FC Ingolstadt 04
235077,B. Riascos,23,Colombia,69,CD Nacional
211270,E. Saveljich,27,Montenegro,69,UD Almería
222278,Tang Miao,27,China PR,69,Guangzhou R&F; FC
229702,J. Mees,22,Germany,69,1. FC Union Berlin
234054,C. Cáceda,26,Peru,69,
241990,O. Fernández,25,Colombia,69,Puebla FC
189510,Jeffrén,30,Venezuela,69,Grasshopper Club Zürich
212807,K. Manneh,23,United States,69,FC St. Gallen
230727,G. Larsonneur,21,France,69,Stade Brestois 29
180808,O. Kúdela,31,Czech Republic,69,SK Slavia Praha
182856,E. Bourgaud,30,France,69,Red Star FC
192328,P. Huspek,27,Austria,69,SK Sturm Graz
203593,G. Maluleka,29,South Africa,69,Kaizer Chiefs
213321,T. Jurić,26,Australia,69,FC Luzern
220489,F. Scaglia,26,Italy,69,Cittadella
170569,David Rodríguez,32,Spain,69,CA Osasuna
203594,H. Kekana,33,South Africa,69,
203850,C. Dibon,27,Austria,69,SK Rapid Wien
237642,R. Petretta,21,Italy,69,FC Basel 1893
173130,M. Scozzarella,30,Italy,69,Parma
238922,M. Kaye,23,Canada,69,Los Angeles FC
241994,Y. Toyokawa,23,Japan,69,KAS Eupen
216139,L. Bittante,24,Italy,69,Empoli
157515,E. Velarde,32,Mexico,69,Monarcas Morelia
162891,D. Jones,33,England,69,Sheffield Wednesday
172620,M. Cahais,30,Argentina,69,San Martin de Tucumán
240716,M. Olivera,20,Uruguay,69,Albacete BP
203853,M. Sax,25,Austria,69,FK Austria Wien
209485,A. Mühling,25,Germany,69,Holstein Kiel
211021,P. Bråtveit,22,Norway,69,FK Haugesund
213325,F. Píriz,28,Uruguay,69,Montpellier HSC
228173,Ricardo Lopes,27,Brazil,69,Jeonbuk Hyundai Motors
236621,P. Hamel,24,France,69,FC Lorient
174669,K. Mączyński,31,Poland,69,Legia Warszawa
243533,M. Hamdy,23,Egypt,69,
208462,R. Pröpper,24,Netherlands,69,Heracles Almelo
219470,C. N'Doye,32,Senegal,69,Angers SCO
221774,Fernando Karanga,27,Brazil,69,Henan Jianye FC
228174,C. Carter-Vickers,20,United States,69,Swansea City
232526,E. Cobbaut,20,Belgium,69,RSC Anderlecht
187982,M. Dąbrowski,31,Poland,69,Zagłębie Lubin
230991,F. Picault,27,United States,69,Philadelphia Union
193359,R. Romo,28,Venezuela,69,
196688,A. Corzo,29,Peru,69,
229456,L. Dickmann,21,Italy,69,SPAL
235088,Luis Pérez,23,Spain,69,CD Tenerife
236624,A. Barkok,20,Germany,69,Fortuna Düsseldorf
189776,M. Watkins,27,Wales,69,Bristol City
223313,H. Arslan,29,Turkey,69,Sivasspor
229201,A. Camargo,29,Argentina,69,CD Universidad de Concepción
234833,F. Müller,20,Germany,69,1. FSV Mainz 05
207954,B. Behrendt,26,Germany,69,DSC Arminia Bielefeld
222546,L. Zingerle,24,Germany,69,SC Paderborn 07
223826,Mei Fang,28,China PR,69,Guangzhou Evergrande Taobao FC
228946,M. Svanberg,19,Sweden,69,Bologna
189267,D. Bernhardt,32,Germany,69,VfR Aalen
200532,K. D'Haene,28,Belgium,69,KV Kortrijk
214356,J. Malagón,25,Colombia,69,Patriotas Boyacá FC
230228,Paulo Fajarda,26,Brazil,69,Cruzeiro
198230,Germán,31,Spain,69,Granada CF
212054,B. Idowu,26,Nigeria,69,Lokomotiv Moscow
220246,B. Mkhwanazi,28,South Africa,69,
157270,Toché,35,Spain,69,Real Oviedo
239446,Hélder Ferreira,21,Portugal,69,Vitória Guimarães
183382,G. Mandjeck,29,Cameroon,69,
197975,S. Morsy,26,Egypt,69,Wigan Athletic
200535,T. Antonis,24,Australia,69,Melbourne Victory
210263,M. Duffy,23,Northern Ireland,69,Dundalk
215383,A. Ndour,24,Senegal,69,RC Strasbourg Alsace
223575,Rafael Costa,27,Brazil,69,Boavista FC
227927,K. Walker-Peters,21,England,69,Tottenham Hotspur
169815,C. Luna,36,Argentina,69,Club Atlético Tigre
196952,J. Bidwell,25,England,69,Queens Park Rangers
223064,F. Noguera,25,Argentina,69,Estudiantes de La Plata
241496,T. Weah,18,United States,69,Paris Saint-Germain
179800,J. Paganoni,29,Mexico,69,Tiburones Rojos de Veracruz
184664,A. Collin,32,France,69,New York Red Bulls
146521,Ripa,32,Spain,69,CD Numancia
193369,Galán,32,Spain,69,CF Rayo Majadahonda
214874,M. Bolados,22,Chile,69,Universidad Católica
230490,Sandro Maceira,26,Brazil,69,Atlético Paranaense
241498,R. Ibarra,23,Ecuador,69,Minnesota United FC
191834,N. Al Shamrani,34,Saudi Arabia,69,Al Shabab
199516,R. Holmes,31,England,69,Oxford United
215388,J. Cordoval,28,France,69,ESTAC Troyes
167516,M. Radović,34,Serbia,69,Legia Warszawa
191068,G. Zigoni,27,Italy,69,Venezia FC
198749,J. Corona,27,United States,69,Club América
202077,W. Bruin,28,United States,69,Seattle Sounders FC
222557,J. Glad,21,United States,69,Real Salt Lake
182621,D. Gordon,33,Jamaica,69,Karlsruher SC
207454,P. Rodríguez,28,Argentina,69,Moreirense FC
227678,E. Konsa,20,England,69,Brentford
243806,O. Darfalou,24,Algeria,69,Vitesse
189278,L. Murphy,28,England,69,Bolton Wanderers
207711,Chuli,27,Spain,69,Extremadura UD
233055,D. Suzuki,28,Japan,69,Kashiwa Reysol
243551,A. Gholizadeh,22,Iran,69,Sporting de Charleroi
184927,I. Ouali,30,Algeria,69,KV Kortrijk
138336,B. Holman,34,Australia,69,Brisbane Roar
216416,J. Gyamerah,23,Germany,69,VfL Bochum 1848
224608,Cai Huikang,28,China PR,69,Shanghai SIPG FC
228961,M. Pittón,23,Argentina,69,Unión de Santa Fe
101473,T. Kuszczak,36,Poland,69,Birmingham City
237153,L. Blessing,21,Ghana,69,Los Angeles FC
187489,D. Meyler,29,Republic of Ireland,69,Reading
214882,J. Czerwiński,26,Poland,69,Piast Gliwice
192354,R. Vilchis,28,Mexico,69,Monarcas Morelia
203363,G. Valsvik,25,Norway,69,Eintracht Braunschweig
206435,A. Giannou,28,Australia,69,
165219,J. Hobbs,29,England,69,Bolton Wanderers
173667,R. Gíslason,30,Iceland,69,SV Sandhausen
183395,C. M'Bengue,29,Senegal,69,AS Saint-Étienne
186979,I. Jiménez,28,Mexico,69,Tigres U.A.N.L.
191843,A. Al Khaibari,32,Saudi Arabia,69,Al Hilal
192611,S. Yatabaré,29,Mali,69,Royal Antwerp FC
200292,J. Lowe,26,England,69,Bolton Wanderers
202084,E. Jelenič,25,Slovenia,69,Carpi
210532,M. Abero,28,Uruguay,69,Atlético Tucumán
213348,A. Teikeu,28,Cameroon,69,Ohod Club
171364,E. Castillo,31,United States,69,Colorado Rapids
237156,M. Wagué,19,Senegal,69,FC Barcelona
177508,P. Klandt,34,Germany,69,1. FC Nürnberg
245348,Farley,24,Brazil,69,Ettifaq FC
205669,Luís Martins,26,Portugal,69,GD Chaves
111206,S. Riether,35,Germany,69,FC Schalke 04
223335,L. Diarte,25,Argentina,69,San Martin de Tucumán
226407,G. Bojanich,33,Argentina,69,Argentinos Juniors
228711,B. Mansilla,21,Argentina,69,Racing Club
229991,Fran Villalba,20,Spain,69,CD Numancia
169575,L. Peltier,31,England,69,Cardiff City
173415,M. Knaller,31,Austria,69,FC Ingolstadt 04
195687,Baena,29,Spain,69,Melbourne Victory
210280,P. Ziegler,28,Germany,69,Western Sydney Wanderers
189544,S. Wangberg,27,Norway,69,Tromsø IL
205929,N. Thomsen,25,Denmark,69,FC København
9833,D. Boer,37,Netherlands,69,PEC Zwolle
220522,D. Hernández,25,Colombia,69,San Lorenzo de Almagro
231786,A. Šporar,24,Slovenia,69,
187498,J. Jantscher,29,Austria,69,SK Sturm Graz
205163,E. Huws,24,Wales,69,Ipswich Town
219755,U. Matić,28,Serbia,69,FK Austria Wien
228203,A. Ashraf,27,Egypt,69,
210028,W. Bakhashwain,28,Saudi Arabia,69,Al Wehda
213612,H. Aiesh,23,Sweden,69,Östersunds FK
223596,S. Prevljak,23,Bosnia Herzegovina,69,FC Red Bull Salzburg
167532,A. Aldrete,30,Mexico,69,Cruz Azul
190572,L. De Bock,25,Belgium,69,KV Oostende
193900,J. Hunt,27,England,69,Bristol City
215149,L. Ceballos,31,Argentina,69,Patronato
226157,Javi Muñoz,23,Spain,69,Real Oviedo
230253,Alson Botelho,30,Brazil,69,Atlético Mineiro
235629,O. De Wolf,21,Belgium,69,Sporting Lokeren
239981,J. Arp,18,Germany,69,Hamburger SV
241005,J. Ardaiz,19,Uruguay,69,Frosinone
194925,L. Moult,26,England,69,Preston North End
213102,Arthur Caike,26,Brazil,69,Al Shabab
214382,I. Rivas,30,Colombia,69,Junior FC
164462,N. Onuoha,31,England,69,Real Salt Lake
198511,Mika,27,Portugal,69,Os Belenenses
202095,V. Klonaridis,25,Belgium,69,AEK Athens
216175,C. Stanković,25,Austria,69,FC Red Bull Salzburg
218991,M. Gómez,24,Colombia,69,Rionegro Águilas
229487,L. Klünter,22,Germany,69,Hertha BSC
212592,A. Farrell,26,United States,69,New England Revolution
220528,G. Tutino,21,Italy,69,Cosenza
233840,E. Kouassi,20,Ivory Coast,69,Celtic
235888,I. Cardona,20,France,69,KSV Cercle Brugge
184176,G. Bruno,26,Belgium,69,KSV Cercle Brugge
210801,D. Accam,27,Ghana,69,Philadelphia Union
211057,Pablo Valcarce,25,Spain,69,RCD Mallorca
215665,Filipe Ferreira,27,Portugal,69,SK Sturm Graz
217201,E. Triverio,29,Argentina,69,Deportivo Toluca
223345,Wellington,25,Brazil,69,Portimonense SC
177521,B. Nehrig,31,Germany,69,FC St. Pauli
169586,F. Campbell,30,England,69,Hull City
188274,M. Yatabaré,32,Mali,69,Atiker Konyaspor
199283,E. Lenjani,28,Albania,69,FC Sion
223603,F. Bredlow,23,Germany,69,1. FC Nürnberg
227443,Y. Takahagi,31,Japan,69,FC Tokyo
234867,D. Arzani,19,Australia,69,Celtic
241779,A. Bencharki,23,Morocco,69,Racing Club de Lens
225396,B. Ampuero,24,Chile,69,Universidad Católica
225652,G. Puşcaş,22,Romania,69,Palermo
205941,C. Chávez,31,Argentina,69,Club Atlético Aldosivi
235381,V. Marcel,21,France,69,ESTAC Troyes
193141,I. Pillud,32,Argentina,69,Racing Club
199286,B. Dja Djédjé,27,Ivory Coast,69,MKE Ankaragücü
211574,M. Bakić,24,Montenegro,69,Royal Excel Mouscron
213110,P. Sané,26,Senegal,69,AS Nancy Lorraine
230774,J. Clarke-Salter,20,England,69,Vitesse
234102,I. Radu,21,Romania,69,Genoa
169590,D. Gibson,30,Republic of Ireland,69,Wigan Athletic
177782,H. Özmert,33,Turkey,69,Antalyaspor
208247,L. Spendlhofer,25,Austria,69,SK Sturm Graz
233591,Pomares,25,Spain,69,Extremadura UD
188791,A. Costa,33,Argentina,69,San Martin de Tucumán
243576,Pedro Porro,18,Spain,69,Girona FC
204153,Y. Stark,27,Germany,69,SV Darmstadt 98
209529,M. Tanković,23,Sweden,69,Hammarby IF
157305,R. Lindgren,33,Sweden,69,BK Häcken
188793,Raúl Llorente,32,Spain,69,Western Sydney Wanderers
216698,M. García,26,Argentina,69,San Martin de Tucumán
201083,M. Kucharczyk,27,Poland,69,Legia Warszawa
207739,M. Havenaar,31,Japan,69,Vegalta Sendai
214907,F. Bahlouli,23,France,69,LOSC Lille
225147,C. Roberts,22,Wales,69,Swansea City
172411,Servando,34,Spain,69,Cádiz CF
210556,Lucas João,24,Portugal,69,Sheffield Wednesday
211068,K. Kodro,24,Bosnia Herzegovina,69,FC København
227708,Lucas Tagliapietra,27,Brazil,69,Al Batin
234108,G. Maroni,19,Argentina,69,Club Atlético Talleres
208766,O. Altman,24,Israel,69,Panathinaikos FC
156542,J. Legear,31,Belgium,69,Sint-Truidense VV
224126,Crislan,26,Brazil,69,Shimizu S-Pulse
226430,S. Hakšabanovič,19,Montenegro,69,Málaga CF
226686,M. Christiansen,21,Germany,69,DSC Arminia Bielefeld
232062,D. Sundgren,27,Sweden,69,AIK
214911,A. Parot,28,Chile,69,Rosario Central
223359,M. Petković,25,Serbia,69,Spartak Moscow
229247,C. Charisis,23,Greece,69,KV Kortrijk
210560,Diogo Coelho,24,Portugal,69,CD Nacional
225664,M. Ibarra,28,United States,69,Minnesota United FC
242816,Riqui Puig,18,Spain,69,FC Barcelona
198017,M. Pereira,30,France,69,Yeni Malatyaspor
205185,Ilori,25,Portugal,69,Reading
207745,M. Zeffane,26,Algeria,69,Stade Rennais FC
216449,Tomás Podstawski,23,Portugal,69,Pogoń Szczecin
222337,Jo Sung Jin,27,Korea Republic,69,Suwon Samsung Bluewings
224385,H. Yamada,29,Japan,69,Júbilo Iwata
230273,Antonaldo Laforte,26,Brazil,69,Fluminense
238977,C. Beck,30,Germany,69,1. FC Magdeburg
188289,E. Rivière,28,France,69,FC Metz
172418,I. Parlak,31,Turkey,69,MKE Ankaragücü
205955,B. Montenegro,25,Paraguay,69,Club Atlético Talleres
150659,V. Demarconnay,35,France,69,Paris FC
220035,A. Ajagun,25,Nigeria,69,KV Kortrijk
184707,G. Madine,27,England,69,Cardiff City
214916,F. Cordero,30,Chile,69,San Martin de Tucumán
155524,R. Stearman,30,England,69,Sheffield United
226436,H. ter Avest,21,Netherlands,69,Udinese
242052,J. Medina,21,Paraguay,69,New York City FC
183940,V. Anita,29,Netherlands,69,Willem II
190852,C. McManaman,27,England,69,Wigan Athletic
204677,Oriol Rosell,25,Spain,69,Orlando City SC
236165,Paulo Daineiro,34,Brazil,69,Ceará Sporting Club
177285,R. Vincelot,32,France,69,Crawley Town
214662,R. Lenis,25,Colombia,69,Atlético Nacional
214918,M. Mier,27,Uruguay,69,La Equidad
198024,Y. de Lanlay,26,Norway,69,Rosenborg BK
212104,J. Gómez,24,Mexico,69,Querétaro
214408,I. Lichnovsky,24,Chile,69,Cruz Azul
231560,C. Muñoz,29,Chile,69,Unión Española
170632,J. MacDonald,32,Scotland,69,Kilmarnock
179592,G. Boyd,32,Scotland,69,Sheffield Wednesday
184456,E. Lichaj,29,United States,69,Hull City
199305,M. Wittek,29,Germany,69,1. FC Heidenheim 1846
200841,C. Jenkinson,26,England,69,Arsenal
202889,A. Öztürk,24,Belgium,69,Göztepe SK
214153,J. Pérez,27,Colombia,69,Pachuca
182409,Zhang Chengdong,29,China PR,69,Hebei China Fortune FC
189065,F. Renzetti,30,Italy,69,US Cremonese
198538,B. Paulsen,26,Denmark,69,Hammarby IF
212618,F. Aristeguieta,26,Venezuela,69,América de Cali
214922,A. Ramos,26,Chile,69,CD Everton de Viña del Mar
235658,V. Nelsson,19,Denmark,69,FC Nordsjælland
236170,Ever Sineiro,30,Brazil,69,Cruzeiro
177802,M. Costanzo,30,Switzerland,69,FC Thun
199051,Yohan Tavares,30,Portugal,69,ESTAC Troyes
205963,D. Texeira,27,Uruguay,69,Moreirense FC
183691,D. Toth,31,Austria,69,FC Admira Wacker Mödling
214668,L. Barrera,27,Argentina,69,Clube Sport Marítimo
229260,K. Bua,24,Switzerland,69,FC Basel 1893
169100,I. Anya,30,Scotland,69,Derby County
200845,P. Hoban,26,Republic of Ireland,69,Dundalk
227725,Hugo Basto,25,Portugal,69,GD Chaves
187789,Kanu,30,Brazil,69,KV Kortrijk
217998,C. Arango,23,Colombia,69,CD Tondela
168590,M. Karl,32,Germany,69,SV Sandhausen
176270,Y. Movsisyan,30,Armenia,69,Chicago Fire
244622,Puado,20,Spain,69,RCD Espanyol
201359,M. Abu,26,Ghana,69,Vålerenga Fotball
209039,D. Moberg Karlsson,24,Sweden,69,IFK Norrköping
215183,E. Rescaldani,26,Argentina,69,Patronato
220815,J. Narváez,23,Colombia,69,UD Almería
231823,J. Hoogma,20,Netherlands,69,TSG 1899 Hoffenheim
198288,S. Beitashour,31,Iran,69,Los Angeles FC
138384,M. Janko,35,Austria,69,FC Lugano
213136,S. Willems,27,France,69,Sporting de Charleroi
165520,O. Scarione,32,Argentina,69,Göztepe SK
198033,Alex,26,Portugal,69,Vitória de Setúbal
213905,S. Gallagher,22,England,69,Southampton
214417,J. Blanco,26,Colombia,69,Independiente Medellín
235409,O. Hamzaoui,27,Algeria,69,CD Nacional
241297,G. Milović,29,Croatia,69,KV Oostende
204690,P. Hosiner,29,Austria,69,SK Sturm Graz
214930,Caro,25,Spain,69,Albacete BP
226706,Felipe Pires,23,Brazil,69,TSG 1899 Hoffenheim
234898,S. Chernik,29,Belarus,69,AS Nancy Lorraine
